teacher_id,assignment_id,Unnamed: 0,user_id,assistment_id,problem_id,problem_text,correct,answer_text,teacher_comment
471929,1867880,22158,441442,878664,1276663,"Every student at Abigail Douglas Middle School is enrolled in exactly one extracurricular activity. The school counselor recorded data on extracurricular activity and gender for all 254 eighth-grade students at the school. 
 The counselor’s findings for the 254 eighth-grade students are the following: 
 
 Of the 80 students enrolled in band, 42 are male. Of the 21 students enrolled in art, 9 are female. 
 Of the 65 students enrolled in choir, 20 are male. 
 Of the 88 students enrolled in sports, 30 are female. 
 
 
 1. Complete the table below. 
 
",1.0,"
 
 
 Female 
 
 38 
 
 45 
 30 
 9 
 122 
 
 
 Male 
 42 
 20 
 58 
 12 
 132 
 
 
 Total 
 80 
 65 
 88 
 21 
 254 
 
 
   
   
   
   
   
   
 
 
 
                                                                                        Total 
  ",
471929,1867880,22160,441439,878664,1276663,"Every student at Abigail Douglas Middle School is enrolled in exactly one extracurricular activity. The school counselor recorded data on extracurricular activity and gender for all 254 eighth-grade students at the school. 
 The counselor’s findings for the 254 eighth-grade students are the following: 
 
 Of the 80 students enrolled in band, 42 are male. Of the 21 students enrolled in art, 9 are female. 
 Of the 65 students enrolled in choir, 20 are male. 
 Of the 88 students enrolled in sports, 30 are female. 
 
 
 1. Complete the table below. 
 
",1.0,"                    
                 band             choir              art        sports       total 
 female       38                 45                9           30           122 
 male          42                20                12           58          132 
 total          80                65                 21          88",
471929,1867880,22161,441407,878664,1276663,"Every student at Abigail Douglas Middle School is enrolled in exactly one extracurricular activity. The school counselor recorded data on extracurricular activity and gender for all 254 eighth-grade students at the school. 
 The counselor’s findings for the 254 eighth-grade students are the following: 
 
 Of the 80 students enrolled in band, 42 are male. Of the 21 students enrolled in art, 9 are female. 
 Of the 65 students enrolled in choir, 20 are male. 
 Of the 88 students enrolled in sports, 30 are female. 
 
 
 1. Complete the table below. 
 
",0.5,"
 
 
   
 band 
 choir 
 sports 
 art 
 total 
 
 
 female 
 38 
 45 
 33 
 9 
 125 
 
 
 male  
 42 
 20 
 55 
 11 
 128 
 
 
 total 
 80 
 65 
 88 
 21 
 254 
 
 
",Sports & Art?
471929,1867880,22170,441413,878664,1276663,"Every student at Abigail Douglas Middle School is enrolled in exactly one extracurricular activity. The school counselor recorded data on extracurricular activity and gender for all 254 eighth-grade students at the school. 
 The counselor’s findings for the 254 eighth-grade students are the following: 
 
 Of the 80 students enrolled in band, 42 are male. Of the 21 students enrolled in art, 9 are female. 
 Of the 65 students enrolled in choir, 20 are male. 
 Of the 88 students enrolled in sports, 30 are female. 
 
 
 1. Complete the table below. 
 
",0.0,"              band           choir        sports         art        total 
 female    38                 45             30          9            122 
 male      42                20                 58        12            132 
 total        80                65             88           21          254",
471929,1867880,22173,441434,878664,1276663,"Every student at Abigail Douglas Middle School is enrolled in exactly one extracurricular activity. The school counselor recorded data on extracurricular activity and gender for all 254 eighth-grade students at the school. 
 The counselor’s findings for the 254 eighth-grade students are the following: 
 
 Of the 80 students enrolled in band, 42 are male. Of the 21 students enrolled in art, 9 are female. 
 Of the 65 students enrolled in choir, 20 are male. 
 Of the 88 students enrolled in sports, 30 are female. 
 
 
 1. Complete the table below. 
 
",0.0,"
 
 
 Classes 
 Band 
 Choir 
 Sports 
 Art 
 Total 
 
 
 Female 
 38 
 45 
 30 
 9 
 122 
 
 
 Male 
 42 
 20 
 58 
 12 
 132 
 
 
 Total 
 80 
 65 
 88 
 21 
 254 
 
 
   
   
   
   
   
   
 
 
",
471929,1867880,23104,441446,878664,1276663,"Every student at Abigail Douglas Middle School is enrolled in exactly one extracurricular activity. The school counselor recorded data on extracurricular activity and gender for all 254 eighth-grade students at the school. 
 The counselor’s findings for the 254 eighth-grade students are the following: 
 
 Of the 80 students enrolled in band, 42 are male. Of the 21 students enrolled in art, 9 are female. 
 Of the 65 students enrolled in choir, 20 are male. 
 Of the 88 students enrolled in sports, 30 are female. 
 
 
 1. Complete the table below. 
 
",0.0,"
 
 
   
 Band  
 Choir  
 Sports 
 ARt 
 total 
 
 
 Female 
 38 
 45 
 30 
 9 
 122 
 
 
 Male 
 42 
 20 
 58 
 12 
 132 
 
 
 Total 
 80 
 65 
 88 
 21 
 254 
 
 
",
471929,1867880,28437,441417,878664,1276663,"Every student at Abigail Douglas Middle School is enrolled in exactly one extracurricular activity. The school counselor recorded data on extracurricular activity and gender for all 254 eighth-grade students at the school. 
 The counselor’s findings for the 254 eighth-grade students are the following: 
 
 Of the 80 students enrolled in band, 42 are male. Of the 21 students enrolled in art, 9 are female. 
 Of the 65 students enrolled in choir, 20 are male. 
 Of the 88 students enrolled in sports, 30 are female. 
 
 
 1. Complete the table below. 
 
",0.0,on paper,
471929,1867880,28689,441439,878664,1276708,2. Write a sentence explaining the meaning of the frequency 38 in this table.,1.0,38 is the number of female students in band,
471929,1867880,28691,440051,878664,1276663,"Every student at Abigail Douglas Middle School is enrolled in exactly one extracurricular activity. The school counselor recorded data on extracurricular activity and gender for all 254 eighth-grade students at the school. 
 The counselor’s findings for the 254 eighth-grade students are the following: 
 
 Of the 80 students enrolled in band, 42 are male. Of the 21 students enrolled in art, 9 are female. 
 Of the 65 students enrolled in choir, 20 are male. 
 Of the 88 students enrolled in sports, 30 are female. 
 
 
 1. Complete the table below. 
 
",0.75,"band 42 male 38 female total 80 
 choir 20 male 45 female 65 total 
 sports 58 male 30 female 88 total",Art?  Totals?
471929,1867880,28692,440051,878664,1276708,2. Write a sentence explaining the meaning of the frequency 38 in this table.,1.0,38 is the totall number of students in band,
471929,1867880,28693,441487,878664,1276663,"Every student at Abigail Douglas Middle School is enrolled in exactly one extracurricular activity. The school counselor recorded data on extracurricular activity and gender for all 254 eighth-grade students at the school. 
 The counselor’s findings for the 254 eighth-grade students are the following: 
 
 Of the 80 students enrolled in band, 42 are male. Of the 21 students enrolled in art, 9 are female. 
 Of the 65 students enrolled in choir, 20 are male. 
 Of the 88 students enrolled in sports, 30 are female. 
 
 
 1. Complete the table below. 
 
",1.0,"Band-42 male - 38 female - 80 total 
 Art - 12 male - 9 female - 21 total 
 Choir - 20 male - 45 female - 65 total  
 Sports - 58 male - 30 female - 88 total 
 Total - 132 male -122 female - 254 Total",
511425,1966125,38480,471315,993669,1415683,Explain how you know.,1.0,"This is because of the 1-Dimensions and 2-Dimensions when you are trying to find the area. 
 The area is __units^2 so the ratio must be also squared. 
 1-D: 4/11 
 2-D: (4/11)^2= 4^2/11^2 = 16/121 
 So it would make sense that you must square the ratio to match with the area in square units.",
511425,1966125,38482,471310,993669,1415683,Explain how you know.,0.5,"You have to square the angles to get the answer 
  ",
511425,1966125,38569,471315,993667,1415679,"
 
 
",1.0,"Triangle ABC and Triangle CDE are similar because of AA similarity. 
 The alternate interior angles and the vertical angles are congruent so it is Angle and Angle similarity. 
 <E congruent to <A 
 <ACB congruent to <DCE",
511425,1966125,38570,471322,993667,1415679,"
 
 
",1.0,similar Because of AA ,
511425,1966125,38571,471312,993667,1415679,"
 
 
",0.75,with the 2 angles given which are vertical angles plus the sides would be ASA,
511425,1966125,38572,471325,993667,1415679,"
 
 
",0.5,Because they both hace the same angle and shape.,
511425,1966125,38573,471310,993667,1415679,"
 
 
",0.75,We know they are similar because they are vertical angles and by SAS,
511425,1966125,38574,471311,993667,1415679,"
 
 
",1.0,AAS because the triangles meet together which forms a vertical angle. ,
511425,1966125,38575,471314,993667,1415679,"
 
 
",0.75,we know this because they are proportional and have the same vertical angles.,
511425,1966125,38576,471324,993667,1415679,"
 
 
",0.0,"becasuse of aa simularity 
  ",
511425,1966125,38577,471313,993667,1415679,"
 
 
",0.75,"because they are the same exact kind of triangle just smaller and turned  
  ",
511425,1966125,38578,471313,993669,1415683,Explain how you know.,0.5,"because you just times the numbers that are given by themselves  
  ",
511425,1966125,38579,471359,993667,1415679,"
 
 
",1.0,"They are similar because they are proportional, and AA similarity they are similar through vertical angles",
511425,1966125,38581,471317,993667,1415679,"
 
 
",1.0,The Triangles are similar by AA ,
511425,1966125,38582,471320,993667,1415679,"
 
 
",0.75,There is a Side similarity and a vertical angle with angle E and angle A thus giving us a corresponding angle and a similar side. ,
511425,1966125,38583,471317,993669,1415683,Explain how you know.,0.75,You have to take (4/11) and square it by 2 and you get 16/121.,
511425,1966125,38584,471319,993667,1415679,"
 
 
",1.0,"They are similar because angle E and angle A are congruent, angle ABC and angle ECD are congruent because they are vertical angles, since those two are congruent then the last angles must be congruent. (AA)",
511425,1966125,38585,471318,993667,1415679,"
 
 
",1.0,They are similar because angle A and angle E are congruent and angle ABC and angle ECD are congruent. ,
511425,1966125,38586,471323,993667,1415679,"
 
 
",0.75,They're similar by SAS,
511425,1966125,38587,471319,993669,1415683,Explain how you know.,1.0,In order to find the ratio of the area you have to square it.,
511425,1966125,38588,471325,993669,1415683,Explain how you know.,0.5,"you have to take 4 divided by 11 and square it by 2 
  ",
511425,1966125,38589,471322,993669,1415683,Explain how you know.,0.5,because you have to take 4 and divide it by 11 and then square it by two ,
511425,1966125,38590,471360,993667,1415679,"
 
 
",0.0,"11 over 4 
  ",
511425,1966125,38591,471320,993669,1415683,Explain how you know.,0.5,4²/11²,
511425,1966125,38592,471318,993669,1415683,Explain how you know.,0.75,You square each number to get the value of the ratio.,
511425,1966125,38593,471312,993669,1415683,Explain how you know.,0.75,"we know this because in order to get a ratio you first have to square the numbers given. 
   
  ",
511425,1966125,38594,471359,993669,1415683,Explain how you know.,0.75,We know this because when ypou aere finding the area of the triangles you also have to find the ratio and you square it to find the ratio.,
511425,1966125,38595,471311,993669,1415683,Explain how you know.,0.75,You have to square them enable to get the ratio.,
511425,1966125,38596,471314,993669,1415683,Explain how you know.,0.75,because yesterday while doing our homework we leanred that wee have to square it in order to get the correct answer,
511425,1966125,38599,471323,993669,1415683,Explain how you know.,0.5,You have to square them both and then divide one by the other,
511425,1966125,38600,471360,993669,1415683,Explain how you know.,0.5,"You have to square them both and divide one by the other. 
  ",
511425,1966125,38603,471362,993669,1415683,Explain how you know.,0.0,the 4 is ^2 and the 11 is ^2 so the ancer is 16/121,
511425,1966125,38605,471316,993667,1415679,"
 
 
",0.0,5.5,
516650,2013959,45996,475599,930006,1339132,"
  How do you know the answer to the last question?",1.0,I counted all of the ex’s and that’s how I found my answer.,
516650,2013959,45997,476018,930006,1339132,"
  How do you know the answer to the last question?",1.0,I new because I counted all of the x’s,
516650,2013959,45998,475603,930006,1339132,"
  How do you know the answer to the last question?",1.0,You count the exes,
516650,2013959,46001,476020,930006,1339132,"
  How do you know the answer to the last question?",0.25,"I don’t know  
  ",
516650,2013959,46003,475601,930006,1339132,"
  How do you know the answer to the last question?",1.0,I counted  all of the x’s,
516650,2013959,46004,476019,930006,1339132,"
  How do you know the answer to the last question?",1.0,I know the answer to the last question because I counted th exes,
516650,2013959,46005,476017,930006,1339132,"
  How do you know the answer to the last question?",0.75,Because you look at the key and the x is 1 student.,Then what did you do?
516650,2013959,46006,476015,930006,1339132,"
  How do you know the answer to the last question?",1.0,Because I countid the ex’s ,
516650,2013959,46007,476013,930006,1339132,"
  How do you know the answer to the last question?",1.0,I counted all of the x’s .,
516650,2013959,46008,475600,930006,1339132,"
  How do you know the answer to the last question?",0.75,How I know is because I counted them all together.,Counted what all together?
516650,2013959,46168,476016,930006,1339132,"
  How do you know the answer to the last question?",1.0,I new because I counted the X all,
511425,1963743,37668,471320,974868,1391792,"Explain how to use the shaded polygonal regions shown to estimate the area 𝐴 inside the curve. 
   
 
   
",0.75,29,
511425,1963743,37697,471312,974868,1391792,"Explain how to use the shaded polygonal regions shown to estimate the area 𝐴 inside the curve. 
   
 
   
",1.0,there are 2 different examples one gives an estimate of below (21) and the other is an estimagte of above (37) once you gather this data you add them together then divide by how many there are which is 2 and 21+37=58 then divide that by 2 58/2=29 <------- answer,
511425,1963743,37705,471313,974868,1391792,"Explain how to use the shaded polygonal regions shown to estimate the area 𝐴 inside the curve. 
   
 
   
",1.0,you count the boxes that are shaded in the curve to find the area of it ,
511425,1963743,37715,471319,974868,1391792,"Explain how to use the shaded polygonal regions shown to estimate the area 𝐴 inside the curve. 
   
 
   
",1.0,"Figure 1 = 21 
 Figure 2 = 37.5 
 (21 + 37.25) / 2 = 29.25 
 A = 29.25",
511425,1963743,37724,471314,974868,1391792,"Explain how to use the shaded polygonal regions shown to estimate the area 𝐴 inside the curve. 
   
 
   
",1.0,"you would count all the whole squares inside the circle, then add up the halves and quarter peices of other squares.there are 21 below squares inside the circle. 
   
 For the second problem, you do the same exact thing but you count all thats in the circle and whats outside the circle.  There are 37 above squares in the second problem 
   
  ",
511425,1963743,37734,471359,974868,1391792,"Explain how to use the shaded polygonal regions shown to estimate the area 𝐴 inside the curve. 
   
 
   
",0.75,"21 you add up all the squares 
 37 you also add up all the squares 
  ",
511425,1963743,37741,471325,974868,1391792,"Explain how to use the shaded polygonal regions shown to estimate the area 𝐴 inside the curve. 
   
 
   
",1.0,You count the above and below and add them together. Then divide by two and you get your anwser.,
511425,1963743,37745,471357,974868,1391792,"Explain how to use the shaded polygonal regions shown to estimate the area 𝐴 inside the curve. 
   
 
   
",1.0,19+37 divided by 2 =28,
511425,1963743,37758,471322,974868,1391792,"Explain how to use the shaded polygonal regions shown to estimate the area 𝐴 inside the curve. 
   
 
   
",1.0,"21 below the curve 
 37 above the curve  
 21+37 divided by 2 
 The difference is 29 units",
511425,1963743,37764,471318,974868,1391792,"Explain how to use the shaded polygonal regions shown to estimate the area 𝐴 inside the curve. 
   
 
   
",1.0,"You count all of the shaded squares above and below the curve, then you add them together and divide them.  
 21 below the curve: 37 above the curve  
 21+37=58 
 58/2=29",
511425,1963743,37768,471311,974868,1391792,"Explain how to use the shaded polygonal regions shown to estimate the area 𝐴 inside the curve. 
   
 
   
",1.0,"There are 21 inside the curve, all you do is count the boxes inside the line. There are 37 in the second example then you had 21+37/2 and you will get your area witch is 39.5. ",
511425,1963743,37769,471315,974868,1391792,"Explain how to use the shaded polygonal regions shown to estimate the area 𝐴 inside the curve. 
   
 
   
",1.0,"To use the shaded regions to estimate the area A inside the curve, we can count the units as whole and half units. 
 Lower estimate: 21 square units 
 Upper estimate: 37 square units 
 Average estimate: (21+37)/2= 29 square units",
511425,1963743,37779,471324,974868,1391792,"Explain how to use the shaded polygonal regions shown to estimate the area 𝐴 inside the curve. 
   
 
   
",1.0,"you count the above and then you count the below and add them together and divide it by 2. thats the estimated area of the squircle. 
  ",
511425,1963743,37781,471310,974868,1391792,"Explain how to use the shaded polygonal regions shown to estimate the area 𝐴 inside the curve. 
   
 
   
",1.0,The area of figure 1 is 21 and the area of figure 2 is 37. You add those together you get 58. 58 divided by 2 is 29.,
511425,1963743,37788,471317,974868,1391792,"Explain how to use the shaded polygonal regions shown to estimate the area 𝐴 inside the curve. 
   
 
   
",1.0," 21 below the curve 
 37 above the curve 
 21+ 37 divided 2  
 The difference is 29 units.",
511425,1963743,37809,471323,974868,1391792,"Explain how to use the shaded polygonal regions shown to estimate the area 𝐴 inside the curve. 
   
 
   
",0.75,Take the height and multiply it by the base of where it last touches so for the first one it would be 3x3 and then 3x2 add them.,
518397,1986629,31226,477015,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,3/4=6/8,
518397,1986629,34155,477005,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,3/4=6/8,
518397,1986629,43011,477010,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",0.0, 2/5x5=,You did not write down your final answer.  
518397,1986629,43025,477012,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/5= 2/5 x 2= 4/10,
518397,1986629,43070,477014,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,3/4= 3/4 x 2= 6/8,
518397,1986629,43084,477015,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/5 x 7=14/35,
518397,1986629,43085,477002,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/5 = 2/5 x 3=6/15  ,
518397,1986629,43086,477013,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,3/4 = 3/4 x 2=6/8,
518397,1986629,43093,477013,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/5=2/5 x 2=4/10,
518397,1986629,43094,477007,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/5=6/15,
518397,1986629,43095,477007,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,3/4=6/8,
518397,1986629,43097,476996,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/5 = 2/5 x 2 = 4/10,
518397,1986629,43098,477006,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,3/4x2=6/8,
518397,1986629,43099,477014,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/5= 2/5 x 2=4/10,
518397,1986629,43109,476996,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,3/4 = 3/4 x 3 = 9/12 ,
518397,1986629,43115,477000,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,3/4 = 3/4 x 3 9/12,
518397,1986629,43118,477000,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/5=2/5 x 2= 4/10,
518397,1986629,43119,477012,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,3/4 = 3/4 x 2 =6/8,
518397,1986629,43120,477002,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,3/4 = 3/4 x 3 = 9/12,
518397,1986629,43122,477003,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/5=2/5x3=6/15,
518397,1986629,43125,477006,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/5 x4=8/20,
518397,1986629,43128,477011,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/5 x 2= 4/10,
518397,1986629,43202,477009,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",0.5,2/5 x 5=10/5,You did not multiply the denominator.
518397,1986629,43203,477005,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/5 x 4 =8/20,
518397,1986629,43204,477009,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,3/4=9/12,
518397,1986629,43267,477011,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",0.5,3/4 x 2 = 6/4,This is not equivalent because you did not multiply the denominator by 2. 
518397,1986629,43269,477018,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/25=2/5x2=10 2x2=4 =4/10,
518397,1986629,43276,477020,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,3/4 = 6/8,
518397,1986629,43277,477020,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/5 x2 = 4/10,
518397,1986629,43280,477001,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/5 x 3=6/15,
518397,1986629,43285,477008,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/5=2×3/5×3=6/15,
518397,1986629,43286,477008,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,3/4=3×3/4×3=9/12,
518397,1986629,43362,477019,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/4 =2/4x2=4/8,
518397,1986629,43363,477004,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/5=2/5x2=4/10,
518397,1986629,43364,477019,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,"3/4=9/8  
 3/4=9/12",
518397,1986629,43365,477004,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,6/8,
518397,1986629,43473,476999,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,3/4=9/12,
518397,1986629,43474,476999,925076,1331985,"1. Use multiplication to create an equivalent fraction for the fraction below. 
 
",1.0,2/5 x2=4/10,
518397,1986629,43565,477003,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,3/4=6/8,
518397,1986629,43566,477018,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,It should be 6/8 instead of 9/8,
518397,1986629,43567,477010,925077,1331987,"Now, correct the statement by changing the right-hand side of the number sentence. 
 
",1.0,3/4x2=6/8,
511425,1972657,40479,471536,993723,1415796,Explain,1.0,The lines are perpendicular becuase they form a 90 degree angle,
511425,1972657,40480,471534,993723,1415796,Explain,1.0,because the line goes through the plane (you´ll see the dotted line) and the plan is across and line l is vertical,
511425,1972657,40483,471529,993723,1415796,Explain,1.0,L is perpendicular to two lines that lie in plane P,
511425,1972657,40485,471535,993723,1415796,Explain,1.0,they make a 90 degree angle,
511425,1972657,40488,471528,993723,1415796,Explain,1.0,"the angle 90 is given. like duh 
  ",
511425,1972657,40489,471532,993723,1415796,Explain,1.0,"Line l is perpendicular to two lines, which means that line l must be perpendicular to plane P.",
511425,1972657,40490,473277,993723,1415796,Explain,0.0,the line and plane are perpendicular because the line intersects the plane at a 90 degree angle.,
511425,1972657,40493,471533,993723,1415796,Explain,1.0,"j is crossing over k and t is a diangle 
  ",
511425,1972657,40514,471527,993723,1415796,Explain,1.0,"Line l is perpendicular because there are lines on the plane that are perpendicular to line l, that means that it is perpendicular to the plane.",
407066,1956338,38760,439543,974627,1391484,"Write a similarity statement, and state the criterion used to support your claim.",1.0,"triangle CBA ∼ triangle NLM 
 SAS Criteria  
  ",
407066,1956338,38853,440067,974627,1391484,"Write a similarity statement, and state the criterion used to support your claim.",0.5,"AB = ML , BC = LN, AC = MN",
407066,1956338,38856,440067,974628,1391485,"Write a similarity statement, and state the criterion used to support your claim.",0.0,It is not similar therefore there is no similarity statement.,
407066,1956338,39080,440423,974627,1391484,"Write a similarity statement, and state the criterion used to support your claim.",1.0,Triangle ABC is similar to triangle MLN through SAS criterion.,
407066,1956338,39163,439542,974628,1391485,"Write a similarity statement, and state the criterion used to support your claim.",0.0,"The 2 triangle aren't congruent, so there are not any similarity statements.",
407066,1956338,39175,440075,974627,1391484,"Write a similarity statement, and state the criterion used to support your claim.",1.0,The angles are equal and the measurements are ratioed ,
407066,1956338,39205,445595,974627,1391484,"Write a similarity statement, and state the criterion used to support your claim.",1.0,the closest that you can get for them to be ≅ is SAS but in order for that to happen the sides must be the same and that is why it isn't the sides are not the same so it might be ∼ but not ≅.,
407066,1956338,39208,445595,974628,1391485,"Write a similarity statement, and state the criterion used to support your claim.",1.0,5/ 3  =r=  and 4/ 2½=r=  so it has the same scale factor.,
407066,1956338,39495,440078,974627,1391484,"Write a similarity statement, and state the criterion used to support your claim.",0.0,answer on previous one.,
407066,1956338,39554,439534,974627,1391484,"Write a similarity statement, and state the criterion used to support your claim.",1.0,"Triangle ABC ∼ Triangle MLN 
 SAS 
 The ratio between line AB to ML and line BC to LN is proportional  
 Also, angle B and L are congruent",
